code,direct,opentime,openprice,closetime,closeprice,qty,profit,maxprofit,maxloss,totalprofit,entertag,exittag,openbarno,closebarno
DCE.y.HOT,LONG,202109021410,8940,202109030905,8950,1,100,580,-300,-9780.51,,,127,162
DCE.c.HOT,LONG,202109020940,2461,202109030915,2497,1,360,490,-20,-9424.23,,,100,164
DCE.y.HOT,LONG,202109021430,8952,202109030925,8938,1,-140,460,-420,-9567.95,,,131,166
DCE.m.HOT,LONG,202109022105,3504,202109030935,3495,1,-90,70,-110,-9660.46,,,138,168
DCE.m.HOT,LONG,202109022125,3506,202109031010,3487,1,-190,40,-220,-9851.97,,,142,175
DCE.y.HOT,LONG,202109022230,8980,202109031015,8962,1,-180,40,-580,-10033.5,,,155,176
DCE.c.HOT,LONG,202109021010,2465,202109031035,2491,1,260,450,-20,-9774.69,,,106,177
DCE.cs.HOT,SHORT,202109022105,2900,202109031040,2900,1,-0,60,-80,-9775.9,,,138,178
DCE.m.HOT,LONG,202109022150,3503,202109031055,3488,1,-150,60,-190,-9929.92,,,147,181
DCE.cs.HOT,SHORT,202109022115,2904,202109031055,2901,1,30,100,-20,-9899.92,,,140,181
DCE.c.HOT,LONG,202109021115,2466,202109031105,2490,1,240,440,0,-9664.15,,,116,183
DCE.y.HOT,LONG,202109022230,8980,202109031110,9116,1,1360,1500,-1160,-8304.15,,,155,184
DCE.cs.HOT,SHORT,202109022140,2902,202109031110,2900,1,20,60,-40,-8285.36,,,145,184
DCE.cs.HOT,SHORT,202109022150,2904,202109031125,2901,1,30,80,-20,-8259.38,,,147,187
DCE.m.HOT,LONG,202109022250,3503,202109031340,3490,1,-130,40,-190,-8390.89,,,159,190
DCE.y.HOT,LONG,202109022300,8942,202109031340,9158,1,2160,2320,-200,-6230.89,,,161,190
DCE.cs.HOT,SHORT,202109022225,2903,202109031345,2905,1,-20,70,-50,-6254.91,,,154,191
DCE.y.HOT,LONG,202109030910,8950,202109031350,9168,1,2180,2240,-280,-4074.91,,,163,192
DCE.m.HOT,LONG,202109030905,3500,202109031400,3493,1,-70,20,-160,-4148.93,,,162,194
DCE.cs.HOT,SHORT,202109031045,2900,202109031410,2904,1,-40,30,-80,-4190.44,,,179,196
DCE.cs.HOT,SHORT,202109031100,2902,202109031430,2904,1,-20,50,-60,-4211.95,,,182,200
DCE.y.HOT,LONG,202109030930,8932,202109031440,9168,1,2360,2720,-100,-1853.46,,,167,202
DCE.y.HOT,LONG,202109031045,9096,202109031450,9156,1,600,1080,-180,-1255.97,,,179,204
DCE.c.HOT,LONG,202109022245,2494,202109031455,2492,1,-20,50,-70,-1278.48,,,158,205
DCE.c.HOT,LONG,202109022255,2493,202109032105,2491,1,-20,60,-60,-1300.9,,,160,207
DCE.y.HOT,LONG,202109031115,9128,202109032110,9150,1,220,760,-100,-1083.41,,,185,208
DCE.c.HOT,LONG,202109030920,2495,202109032115,2487,1,-80,10,-120,-1168.34,,,165,209
DCE.cs.HOT,SHORT,202109031115,2900,202109032115,2888,1,120,180,-80,-1049.85,,,185,209
DCE.m.HOT,LONG,202109030940,3496,202109032130,3492,1,-40,30,-120,-1092.57,,,169,212
DCE.cs.HOT,SHORT,202109031130,2899,202109032135,2887,1,120,170,-90,-975.59,,,188,213
DCE.y.HOT,LONG,202109031345,9166,202109032140,9170,1,40,380,-440,-938.1,,,191,214
DCE.y.HOT,LONG,202109031355,9176,202109032150,9188,1,120,280,-540,-826.14,,,193,216
DCE.m.HOT,LONG,202109031015,3488,202109032155,3488,1,0,110,-70,-827.65,,,176,217
DCE.y.HOT,LONG,202109031445,9156,202109032200,9192,1,360,460,-340,-474.18,,,203,218
DCE.cs.HOT,SHORT,202109031350,2904,202109032205,2881,1,230,260,-30,-248.2,,,192,219
DCE.m.HOT,LONG,202109031100,3490,202109032210,3482,1,-80,90,-120,-329.71,,,182,220
DCE.cs.HOT,SHORT,202109031415,2906,202109032225,2884,1,220,280,0,-114.24,,,197,223
DCE.y.HOT,LONG,202109031455,9134,202109032235,9142,1,80,680,-120,-38.26,,,205,225
DCE.c.HOT,LONG,202109031040,2493,202109032235,2477,1,-160,30,-170,-199.47,,,178,225
DCE.cs.HOT,SHORT,202109031435,2905,202109032245,2885,1,200,270,0,-4.7,,,201,227
DCE.m.HOT,LONG,202109031345,3492,202109032250,3478,1,-140,70,-210,-146.21,,,191,228
DCE.c.HOT,LONG,202109031110,2489,202109060910,2467,1,-220,70,-220,-370.44,,,184,232
DCE.cs.HOT,SHORT,202109032130,2885,202109060910,2874,1,110,130,-50,-260.44,,,212,232
DCE.cs.HOT,SHORT,202109032140,2890,202109060920,2872,1,180,230,0,-83.16,,,214,234
DCE.m.HOT,LONG,202109031405,3494,202109060930,3484,1,-100,50,-230,-186.18,,,195,236
DCE.y.HOT,LONG,202109032115,9148,202109060935,9132,1,-160,540,-420,-347.69,,,209,237
DCE.c.HOT,LONG,202109031500,2492,202109060950,2466,1,-260,40,-300,-611.41,,,206,240
DCE.y.HOT,LONG,202109032145,9188,202109061010,9114,1,-740,140,-900,-1352.62,,,215,244
DCE.c.HOT,LONG,202109032110,2488,202109061010,2468,1,-200,10,-260,-1552.62,,,208,244
DCE.m.HOT,LONG,202109032145,3486,202109061035,3468,1,-180,40,-240,-1735.13,,,215,246
DCE.c.HOT,LONG,202109032120,2486,202109061040,2465,1,-210,0,-240,-1947.85,,,210,247
DCE.m.HOT,LONG,202109032200,3485,202109061100,3473,1,-120,50,-230,-2069.06,,,218,251
DCE.y.HOT,LONG,202109032155,9190,202109061100,9136,1,-540,80,-920,-2609.06,,,217,251
DCE.c.HOT,LONG,202109032240,2477,202109061110,2464,1,-130,10,-150,-2743.08,,,226,253
DCE.m.HOT,LONG,202109032215,3475,202109061115,3468,1,-70,150,-130,-2813.08,,,221,254
DCE.y.HOT,LONG,202109032205,9182,202109061115,9166,1,-160,140,-840,-2973.08,,,219,254
DCE.c.HOT,LONG,202109060915,2463,202109061130,2463,1,0,60,-10,-2978.31,,,233,257
DCE.m.HOT,LONG,202109032255,3473,202109061335,3477,1,40,170,-110,-2938.31,,,229,258
DCE.cs.HOT,SHORT,202109032210,2883,202109061350,2875,1,80,160,-40,-2861.03,,,220,261
DCE.m.HOT,LONG,202109060935,3483,202109061355,3484,1,10,70,-210,-2851.03,,,237,262
DCE.c.HOT,LONG,202109060955,2467,202109061400,2462,1,-50,20,-60,-2904.05,,,241,263
DCE.m.HOT,LONG,202109061040,3472,202109061410,3489,1,170,180,-50,-2734.05,,,247,265
DCE.cs.HOT,SHORT,202109032230,2885,202109061410,2867,1,180,190,-10,-2555.26,,,224,265
DCE.y.HOT,LONG,202109032240,9150,202109061425,9170,1,200,460,-520,-2358.28,,,226,268
DCE.cs.HOT,SHORT,202109032250,2884,202109061430,2873,1,110,180,-20,-2248.28,,,228,269
DCE.m.HOT,LONG,202109061110,3471,202109061445,3484,1,130,190,-30,-2122.3,,,253,272
DCE.cs.HOT,SHORT,202109060915,2869,202109061455,2870,1,-10,30,-170,-2133.81,,,233,274
DCE.m.HOT,LONG,202109061120,3469,202109062110,3483,1,140,210,0,-1996.83,,,255,277
DCE.c.HOT,LONG,202109061035,2468,202109062110,2457,1,-110,0,-120,-2108.04,,,246,277
DCE.cs.HOT,SHORT,202109060925,2882,202109062130,2878,1,40,160,-40,-2072.27,,,235,281
DCE.c.HOT,LONG,202109061045,2464,202109062135,2465,1,10,30,-90,-2063.48,,,248,282
DCE.y.HOT,LONG,202109060945,9116,202109062140,9138,1,220,820,-180,-1847.5,,,239,283
DCE.y.HOT,LONG,202109061015,9108,202109062150,9172,1,640,900,-60,-1213.73,,,245,285
DCE.c.HOT,LONG,202109061115,2463,202109062155,2467,1,40,50,-80,-1177.45,,,254,286
DCE.c.HOT,LONG,202109061335,2462,202109062210,2463,1,10,60,-70,-1169.87,,,258,289
DCE.m.HOT,LONG,202109061340,3487,202109062230,3502,1,150,200,-60,-1022.59,,,259,293
DCE.y.HOT,LONG,202109061105,9182,202109062230,9182,1,0,740,-560,-1025.1,,,252,293
DCE.c.HOT,LONG,202109061410,2461,202109062230,2462,1,10,70,-60,-1016.31,,,265,293
DCE.y.HOT,LONG,202109061120,9164,202109062250,9142,1,-220,920,-380,-1244.05,,,255,297
DCE.cs.HOT,SHORT,202109061355,2871,202109070905,2885,1,-140,50,-220,-1388.07,,,262,300
DCE.c.HOT,LONG,202109062115,2461,202109070910,2464,1,30,70,-30,-1358.07,,,278,301
DCE.y.HOT,LONG,202109061435,9194,202109070920,9150,1,-440,620,-700,-1803.3,,,270,303
DCE.cs.HOT,SHORT,202109061415,2869,202109070930,2879,1,-100,30,-240,-1907.32,,,266,305
DCE.c.HOT,LONG,202109062140,2466,202109070940,2465,1,-10,20,-80,-1918.83,,,283,307
DCE.cs.HOT,SHORT,202109061440,2873,202109070945,2879,1,-60,70,-200,-1981.55,,,271,308
DCE.y.HOT,LONG,202109062145,9170,202109070955,9150,1,-200,860,-460,-2183.06,,,284,310
DCE.c.HOT,LONG,202109062200,2465,202109071015,2464,1,-10,30,-70,-2195.57,,,287,314
DCE.y.HOT,LONG,202109062155,9170,202109071035,9152,1,-180,860,-460,-2375.57,,,286,315
DCE.c.HOT,LONG,202109062220,2462,202109071040,2464,1,20,60,-40,-2356.78,,,291,316
DCE.cs.HOT,SHORT,202109061500,2871,202109071040,2874,1,-30,50,-220,-2388.29,,,275,316
DCE.cs.HOT,SHORT,202109062135,2880,202109071055,2873,1,70,100,-130,-2323.52,,,282,319
DCE.m.HOT,LONG,202109061400,3486,202109071100,3515,1,290,320,-50,-2035.03,,,263,320
DCE.cs.HOT,SHORT,202109070910,2882,202109071105,2872,1,100,120,-20,-1938.05,,,301,321
DCE.y.HOT,LONG,202109062235,9174,202109071115,9156,1,-180,40,-500,-2119.56,,,294,323
DCE.cs.HOT,SHORT,202109070935,2879,202109071120,2873,1,60,90,-20,-2062.07,,,306,324
DCE.m.HOT,LONG,202109061415,3486,202109071125,3518,1,320,340,-50,-1743.58,,,266,325
DCE.c.HOT,LONG,202109062235,2461,202109071335,2464,1,30,70,-30,-1716.6,,,294,327
DCE.m.HOT,LONG,202109061450,3484,202109071340,3515,1,310,360,-30,-1408.11,,,273,328
DCE.y.HOT,LONG,202109062255,9150,202109071355,9184,1,340,620,-260,-1070.83,,,298,331
DCE.c.HOT,LONG,202109070915,2461,202109071410,2462,1,10,70,-10,-1063.34,,,302,334
DCE.c.HOT,LONG,202109070945,2466,202109071410,2462,1,-40,20,-60,-1103.34,,,308,334
DCE.cs.HOT,SHORT,202109070950,2879,202109071415,2872,1,70,90,-10,-1035.76,,,309,335
DCE.m.HOT,LONG,202109062115,3483,202109071420,3527,1,440,460,-10,-595.76,,,278,336
DCE.y.HOT,LONG,202109070925,9140,202109071430,9222,1,820,840,-40,221.22,,,304,338
DCE.m.HOT,LONG,202109062235,3504,202109071435,3526,1,220,290,-210,441.22,,,294,339
DCE.cs.HOT,SHORT,202109071045,2874,202109071440,2869,1,50,50,-30,487.2,,,317,340
DCE.y.HOT,LONG,202109071000,9162,202109071445,9220,1,580,740,-260,1067.2,,,311,341
DCE.cs.HOT,SHORT,202109071100,2871,202109071455,2871,1,-0,20,-60,1063.18,,,320,343
DCE.c.HOT,LONG,202109071035,2465,202109071500,2461,1,-40,10,-50,1023.18,,,315,344
DCE.c.HOT,LONG,202109071045,2464,202109072120,2457,1,-70,20,-120,949.25,,,317,348
DCE.cs.HOT,SHORT,202109071110,2872,202109072125,2843,1,290,350,-50,1236.53,,,322,349
DCE.c.HOT,LONG,202109071340,2461,202109072130,2458,1,-30,30,-90,1205.32,,,328,350
DCE.y.HOT,LONG,202109071045,9146,202109072135,9202,1,560,980,-100,1761.3,,,317,351
DCE.m.HOT,LONG,202109071105,3515,202109072150,3511,1,-40,180,-80,1716.07,,,321,354
DCE.y.HOT,LONG,202109071120,9164,202109072150,9178,1,140,800,0,1853.56,,,324,354
DCE.c.HOT,LONG,202109071415,2462,202109072150,2471,1,90,90,-100,1942.35,,,335,354
DCE.c.HOT,LONG,202109071415,2462,202109072200,2473,1,110,180,-200,2045.91,,,335,356
DCE.m.HOT,LONG,202109071335,3516,202109072210,3508,1,-80,170,-130,1963.19,,,327,358
DCE.cs.HOT,SHORT,202109071130,2875,202109072210,2860,1,150,380,-20,2111.68,,,326,358
DCE.c.HOT,LONG,202109072105,2458,202109072215,2485,1,270,270,-60,2380.17,,,345,359
DCE.m.HOT,LONG,202109071345,3516,202109072235,3510,1,-60,170,-130,2315.94,,,329,363
DCE.c.HOT,LONG,202109072125,2459,202109072240,2475,1,160,270,-20,2474.43,,,349,364
DCE.y.HOT,LONG,202109071400,9186,202109072245,9122,1,-640,580,-700,1831.92,,,332,365
DCE.cs.HOT,SHORT,202109071425,2871,202109072255,2853,1,180,340,-30,2006.69,,,337,367
DCE.c.HOT,LONG,202109072135,2466,202109072300,2479,1,130,200,-20,2136.69,,,351,368
DCE.y.HOT,LONG,202109071435,9226,202109080905,9090,1,-1360,180,-1180,772.67,,,339,369
DCE.cs.HOT,SHORT,202109071445,2873,202109080905,2854,1,190,360,-10,959.95,,,341,369
DCE.m.HOT,LONG,202109071425,3526,202109080920,3512,1,-140,30,-300,814.42,,,337,372
DCE.y.HOT,LONG,202109071450,9206,202109080925,9106,1,-1000,380,-1260,-189.6,,,342,373
DCE.m.HOT,LONG,202109071440,3524,202109080930,3507,1,-170,50,-280,-361.11,,,340,374
DCE.cs.HOT,SHORT,202109071500,2871,202109080940,2843,1,280,340,0,-86.64,,,344,376
DCE.c.HOT,LONG,202109072155,2474,202109080955,2475,1,10,120,-20,-78.15,,,355,379
DCE.m.HOT,LONG,202109072155,3511,202109081000,3514,1,30,50,-150,-48.15,,,355,380
DCE.y.HOT,LONG,202109072140,9180,202109081005,9184,1,40,160,-1000,-10.87,,,352,381
DCE.c.HOT,LONG,202109072205,2481,202109081005,2473,1,-80,50,-90,-90.87,,,357,381
DCE.m.HOT,LONG,202109072215,3511,202109081010,3510,1,-10,50,-150,-100.87,,,359,382
DCE.y.HOT,LONG,202109072155,9184,202109081015,9180,1,-40,300,-1040,-146.1,,,355,383
DCE.cs.HOT,SHORT,202109072130,2840,202109081015,2846,1,-60,30,-220,-206.1,,,350,383
DCE.y.HOT,LONG,202109072250,9122,202109081115,9182,1,600,1000,-420,389.88,,,366,392
DCE.y.HOT,LONG,202109080910,9104,202109081125,9188,1,840,1180,-220,1227.37,,,370,394
DCE.m.HOT,LONG,202109072240,3508,202109081335,3504,1,-40,80,-120,1184.86,,,364,396
DCE.cs.HOT,SHORT,202109072215,2861,202109081335,2838,1,230,240,-10,1414.86,,,359,396
DCE.m.HOT,LONG,202109080925,3507,202109081345,3505,1,-20,90,-90,1391.84,,,373,398
DCE.c.HOT,LONG,202109072220,2479,202109081350,2470,1,-90,20,-110,1300.33,,,360,399
DCE.cs.HOT,SHORT,202109072300,2856,202109081405,2837,1,190,220,-10,1489.12,,,368,402
DCE.m.HOT,LONG,202109080935,3507,202109081410,3502,1,-50,90,-90,1439.12,,,375,403
DCE.cs.HOT,SHORT,202109080910,2845,202109081415,2833,1,120,150,-40,1557.61,,,370,404
DCE.m.HOT,LONG,202109081005,3512,202109081430,3495,1,-170,10,-190,1384.59,,,381,407
DCE.c.HOT,LONG,202109072245,2476,202109081440,2461,1,-150,50,-150,1233.08,,,365,409
DCE.m.HOT,LONG,202109081015,3509,202109081455,3490,1,-190,40,-220,1041.87,,,383,412
DCE.cs.HOT,SHORT,202109080945,2842,202109081455,2833,1,90,180,-70,1131.87,,,377,412
DCE.m.HOT,LONG,202109081340,3504,202109082105,3494,1,-100,30,-190,1028.85,,,397,414
DCE.y.HOT,LONG,202109080930,9116,202109082105,9280,1,1640,1060,0,2666.34,,,374,414
DCE.cs.HOT,SHORT,202109081035,2846,202109082110,2826,1,200,220,0,2859.3,,,384,415
DCE.y.HOT,LONG,202109081010,9210,202109082200,9162,1,-480,780,-660,2375.28,,,382,425
DCE.m.HOT,LONG,202109081350,3506,202109082220,3486,1,-200,0,-250,2171.26,,,399,429
DCE.c.HOT,LONG,202109080905,2478,202109082220,2466,1,-120,10,-230,2050.05,,,369,429
DCE.cs.HOT,SHORT,202109081340,2837,202109082225,2840,1,-30,130,-60,2018.54,,,397,430
DCE.y.HOT,LONG,202109081035,9166,202109082235,9152,1,-140,1220,-220,1871.8,,,384,432
DCE.c.HOT,LONG,202109081000,2475,202109082235,2466,1,-90,20,-200,1780.59,,,380,432
DCE.c.HOT,LONG,202109081010,2473,202109082245,2468,1,-50,40,-180,1725.66,,,382,434
DCE.y.HOT,LONG,202109081120,9188,202109090905,9122,1,-660,1000,-600,1061.94,,,393,438
DCE.m.HOT,LONG,202109081420,3496,202109090915,3482,1,-140,40,-230,917.92,,,405,440
DCE.y.HOT,LONG,202109081130,9170,202109090930,9122,1,-480,1180,-620,433.9,,,395,443
DCE.c.HOT,LONG,202109081400,2468,202109090935,2463,1,-50,10,-130,382.69,,,401,444
DCE.m.HOT,LONG,202109081435,3493,202109090945,3470,1,-230,60,-270,149.97,,,408,446
DCE.c.HOT,LONG,202109081445,2461,202109090945,2464,1,30,80,-60,178.76,,,410,446
DCE.cs.HOT,SHORT,202109081410,2832,202109090955,2826,1,60,80,-110,232.02,,,403,448
DCE.c.HOT,LONG,202109082230,2467,202109091005,2455,1,-120,20,-120,112.02,,,431,450
DCE.m.HOT,LONG,202109081500,3490,202109091010,3467,1,-230,90,-240,-121,,,413,451
DCE.c.HOT,LONG,202109082240,2467,202109091015,2455,1,-120,10,-130,-243.72,,,433,452
DCE.m.HOT,LONG,202109082110,3489,202109091045,3479,1,-100,100,-230,-344.93,,,415,455
DCE.c.HOT,LONG,202109082250,2468,202109091055,2455,1,-130,0,-150,-476.44,,,435,457
DCE.m.HOT,LONG,202109082230,3477,202109091100,3476,1,-10,130,-110,-486.44,,,431,458
DCE.cs.HOT,SHORT,202109081420,2828,202109091105,2838,1,-100,40,-210,-589.46,,,405,459
DCE.cs.HOT,SHORT,202109082105,2830,202109091120,2837,1,-70,60,-190,-662.18,,,414,462
DCE.y.HOT,LONG,202109082110,9264,202109091340,9098,1,-1660,180,-2120,-2323.69,,,415,466
DCE.c.HOT,LONG,202109090940,2463,202109091340,2456,1,-70,10,-130,-2393.69,,,445,466
DCE.cs.HOT,SHORT,202109082115,2829,202109091340,2838,1,-90,50,-200,-2483.69,,,416,466
DCE.cs.HOT,SHORT,202109082230,2838,202109091455,2838,1,-0,140,-110,-2488.92,,,431,481
