code,time,direct,action,price,qty,tag,fee,barno
DCE.c.HOT,202109011425,LONG,CLOSE,2468,1,,0,61
DCE.m.HOT,202109011430,LONG,OPEN,3491,1,,1.51,62
DCE.c.HOT,202109011430,LONG,OPEN,2467,1,,1.21,62
DCE.m.HOT,202109011435,LONG,CLOSE,3494,1,,0,63
DCE.m.HOT,202109011440,LONG,OPEN,3492,1,,1.51,64
DCE.m.HOT,202109011445,LONG,CLOSE,3491,1,,0,65
DCE.y.HOT,202109011445,LONG,CLOSE,8932,1,,0,65
DCE.m.HOT,202109011450,LONG,OPEN,3493,1,,1.51,66
DCE.y.HOT,202109011450,LONG,OPEN,8940,1,,2.51,66
DCE.c.HOT,202109011450,LONG,CLOSE,2466,1,,0,66
DCE.m.HOT,202109011455,LONG,CLOSE,3489,1,,0,67
DCE.c.HOT,202109011455,LONG,OPEN,2465,1,,1.21,67
DCE.m.HOT,202109011500,LONG,OPEN,3492,1,,1.51,68
DCE.m.HOT,202109012105,LONG,CLOSE,3491,1,,1.51,69
DCE.cs.HOT,202109012105,SHORT,CLOSE,2875,1,,1.51,69
DCE.m.HOT,202109012110,LONG,OPEN,3492,1,,1.51,70
DCE.cs.HOT,202109012115,SHORT,OPEN,2873,1,,1.51,71
DCE.cs.HOT,202109012120,SHORT,CLOSE,2876,1,,1.51,72
DCE.cs.HOT,202109012125,SHORT,OPEN,2878,1,,1.51,73
DCE.c.HOT,202109012135,LONG,CLOSE,2467,1,,1.21,75
DCE.cs.HOT,202109012135,SHORT,CLOSE,2877,1,,1.51,75
DCE.c.HOT,202109012140,LONG,OPEN,2468,1,,1.21,76
DCE.cs.HOT,202109012140,SHORT,OPEN,2879,1,,1.51,76
DCE.m.HOT,202109012155,LONG,CLOSE,3482,1,,1.51,79
DCE.m.HOT,202109012200,LONG,OPEN,3479,1,,1.51,80
DCE.y.HOT,202109012205,LONG,CLOSE,8898,1,,2.51,81
DCE.cs.HOT,202109012205,SHORT,CLOSE,2879,1,,1.51,81
DCE.cs.HOT,202109012205,SHORT,CLOSE,2879,1,,1.51,81
DCE.m.HOT,202109012210,LONG,CLOSE,3480,1,,1.51,82
DCE.y.HOT,202109012210,LONG,OPEN,8906,1,,2.51,82
DCE.cs.HOT,202109012210,SHORT,OPEN,2880,2,,3.02,82
DCE.m.HOT,202109012215,LONG,OPEN,3482,1,,1.51,83
DCE.y.HOT,202109012245,LONG,CLOSE,8904,1,,2.51,89
DCE.y.HOT,202109012250,LONG,OPEN,8902,1,,2.51,90
DCE.c.HOT,202109012255,LONG,CLOSE,2469,1,,1.21,91
DCE.c.HOT,202109012300,LONG,OPEN,2469,1,,1.21,92
DCE.cs.HOT,202109020910,SHORT,CLOSE,2875,1,,0,94
DCE.y.HOT,202109020915,LONG,CLOSE,8874,1,,2.51,95
DCE.cs.HOT,202109020915,SHORT,OPEN,2871,1,,1.51,95
DCE.y.HOT,202109020920,LONG,OPEN,8864,1,,2.51,96
DCE.c.HOT,202109020925,LONG,CLOSE,2459,1,,1.21,97
DCE.y.HOT,202109020935,LONG,CLOSE,8878,1,,2.51,99
DCE.c.HOT,202109020935,LONG,OPEN,2461,1,,1.21,99
DCE.y.HOT,202109020940,LONG,OPEN,8868,1,,2.51,100
DCE.c.HOT,202109020945,LONG,CLOSE,2460,1,,1.21,101
DCE.m.HOT,202109020950,LONG,CLOSE,3468,1,,1.51,102
DCE.c.HOT,202109020950,LONG,OPEN,2459,1,,1.21,102
DCE.m.HOT,202109020955,LONG,OPEN,3467,1,,1.51,103
DCE.cs.HOT,202109020955,SHORT,CLOSE,2869,1,,0,103
DCE.cs.HOT,202109021000,SHORT,OPEN,2876,1,,1.51,104
DCE.cs.HOT,202109021005,SHORT,CLOSE,2877,1,,0,105
DCE.y.HOT,202109021010,LONG,CLOSE,8890,1,,2.51,106
DCE.cs.HOT,202109021010,SHORT,OPEN,2879,1,,1.51,106
DCE.y.HOT,202109021015,LONG,OPEN,8912,1,,2.51,107
DCE.m.HOT,202109021035,LONG,CLOSE,3474,1,,1.51,108
DCE.c.HOT,202109021035,LONG,CLOSE,2466,1,,1.21,108
DCE.cs.HOT,202109021035,SHORT,CLOSE,2880,1,,0,108
DCE.m.HOT,202109021040,LONG,OPEN,3476,1,,1.51,109
DCE.c.HOT,202109021040,LONG,OPEN,2463,1,,1.21,109
DCE.cs.HOT,202109021040,SHORT,OPEN,2876,1,,1.51,109
DCE.m.HOT,202109021050,LONG,CLOSE,3475,1,,0,111
DCE.m.HOT,202109021055,LONG,OPEN,3484,1,,1.51,112
DCE.c.HOT,202109021105,LONG,CLOSE,2467,1,,0,114
DCE.cs.HOT,202109021105,SHORT,CLOSE,2880,1,,0,114
DCE.y.HOT,202109021110,LONG,CLOSE,8936,1,,0,115
DCE.cs.HOT,202109021110,SHORT,OPEN,2879,1,,1.51,115
DCE.y.HOT,202109021115,LONG,OPEN,8928,1,,2.51,116
DCE.c.HOT,202109021115,LONG,OPEN,2466,1,,1.21,116
DCE.cs.HOT,202109021120,SHORT,CLOSE,2885,1,,0,117
DCE.cs.HOT,202109021125,SHORT,OPEN,2887,1,,1.51,118
DCE.cs.HOT,202109021335,SHORT,CLOSE,2888,1,,0,120
DCE.cs.HOT,202109021340,SHORT,OPEN,2890,1,,1.51,121
DCE.m.HOT,202109021345,LONG,CLOSE,3489,1,,0,122
DCE.y.HOT,202109021350,LONG,CLOSE,8932,1,,0,123
DCE.m.HOT,202109021355,LONG,OPEN,3488,1,,1.51,124
DCE.m.HOT,202109021400,LONG,CLOSE,3486,1,,0,125
DCE.y.HOT,202109021400,LONG,OPEN,8932,1,,2.51,125
DCE.m.HOT,202109021405,LONG,OPEN,3489,1,,1.51,126
DCE.c.HOT,202109021405,LONG,CLOSE,2492,1,,0,126
DCE.c.HOT,202109021410,LONG,OPEN,2495,1,,1.21,127
DCE.y.HOT,202109021415,LONG,CLOSE,8936,1,,0,128
DCE.y.HOT,202109021420,LONG,OPEN,8942,1,,2.51,129
DCE.m.HOT,202109021430,LONG,CLOSE,3513,1,,0,131
DCE.y.HOT,202109021430,LONG,CLOSE,8952,1,,0,131
DCE.m.HOT,202109021435,LONG,OPEN,3518,1,,1.51,132
DCE.m.HOT,202109021440,LONG,CLOSE,3513,1,,0,133
DCE.y.HOT,202109021440,LONG,OPEN,8962,1,,2.51,133
DCE.m.HOT,202109021445,LONG,OPEN,3510,1,,1.51,134
DCE.y.HOT,202109021450,LONG,CLOSE,8944,1,,0,135
DCE.c.HOT,202109021450,LONG,CLOSE,2500,1,,0,135
DCE.y.HOT,202109021455,LONG,OPEN,8930,1,,2.51,136
DCE.c.HOT,202109021455,LONG,OPEN,2500,1,,1.21,136
DCE.cs.HOT,202109021455,SHORT,CLOSE,2910,1,,0,136
DCE.cs.HOT,202109021500,SHORT,OPEN,2907,1,,1.51,137
DCE.y.HOT,202109022105,LONG,CLOSE,8964,1,,2.51,138
DCE.cs.HOT,202109022105,SHORT,CLOSE,2900,1,,1.51,138
DCE.y.HOT,202109022110,LONG,OPEN,8978,1,,2.51,139
DCE.cs.HOT,202109022110,SHORT,OPEN,2899,1,,1.51,139
DCE.cs.HOT,202109022115,SHORT,CLOSE,2904,1,,1.51,140
DCE.c.HOT,202109022120,LONG,CLOSE,2498,1,,1.21,141
DCE.cs.HOT,202109022120,SHORT,OPEN,2900,1,,1.51,141
DCE.c.HOT,202109022125,LONG,OPEN,2497,1,,1.21,142
DCE.m.HOT,202109022205,LONG,CLOSE,3501,1,,1.51,150
DCE.m.HOT,202109022210,LONG,OPEN,3499,1,,1.51,151
DCE.y.HOT,202109022210,LONG,CLOSE,8928,1,,2.51,151
DCE.m.HOT,202109022215,LONG,CLOSE,3503,1,,1.51,152
DCE.y.HOT,202109022215,LONG,OPEN,8946,1,,2.51,152
DCE.c.HOT,202109022215,LONG,CLOSE,2494,1,,1.21,152
DCE.cs.HOT,202109022215,SHORT,CLOSE,2903,1,,1.51,152
DCE.m.HOT,202109022220,LONG,OPEN,3506,1,,1.51,153
DCE.c.HOT,202109022220,LONG,OPEN,2492,1,,1.21,153
DCE.cs.HOT,202109022220,SHORT,OPEN,2899,1,,1.51,153
DCE.c.HOT,202109022225,LONG,CLOSE,2494,1,,1.21,154
DCE.m.HOT,202109022230,LONG,CLOSE,3502,1,,1.51,155
DCE.c.HOT,202109022230,LONG,OPEN,2495,1,,1.21,155
DCE.m.HOT,202109022235,LONG,OPEN,3504,1,,1.51,156
DCE.c.HOT,202109022235,LONG,CLOSE,2495,1,,1.21,156
DCE.c.HOT,202109022240,LONG,OPEN,2494,1,,1.21,157
DCE.y.HOT,202109030905,LONG,CLOSE,8950,1,,2.51,162
DCE.y.HOT,202109030910,LONG,OPEN,8950,1,,2.51,163
DCE.c.HOT,202109030925,LONG,CLOSE,2493,1,,1.21,166
DCE.c.HOT,202109030930,LONG,OPEN,2493,1,,1.21,167
DCE.cs.HOT,202109030950,SHORT,CLOSE,2898,1,,1.51,171
DCE.y.HOT,202109030955,LONG,CLOSE,8940,1,,2.51,172
DCE.cs.HOT,202109030955,SHORT,OPEN,2901,1,,1.51,172
DCE.y.HOT,202109031000,LONG,OPEN,8936,1,,2.51,173
DCE.c.HOT,202109031000,LONG,CLOSE,2493,1,,0,173
DCE.c.HOT,202109031005,LONG,OPEN,2493,1,,1.21,174
DCE.cs.HOT,202109031005,SHORT,CLOSE,2899,1,,1.51,174
DCE.cs.HOT,202109031010,SHORT,OPEN,2901,1,,1.51,175
DCE.cs.HOT,202109031015,SHORT,CLOSE,2901,1,,0,176
DCE.cs.HOT,202109031035,SHORT,OPEN,2900,1,,1.51,177
DCE.c.HOT,202109031040,LONG,CLOSE,2493,1,,0,178
DCE.c.HOT,202109031045,LONG,OPEN,2493,1,,1.21,179
DCE.cs.HOT,202109031045,SHORT,CLOSE,2900,1,,0,179
DCE.cs.HOT,202109031050,SHORT,OPEN,2900,1,,1.51,180
DCE.c.HOT,202109031055,LONG,CLOSE,2491,1,,0,181
DCE.y.HOT,202109031100,LONG,CLOSE,9090,1,,2.51,182
DCE.c.HOT,202109031100,LONG,OPEN,2490,1,,1.21,182
DCE.m.HOT,202109031105,LONG,CLOSE,3492,1,,1.51,183
DCE.cs.HOT,202109031105,SHORT,CLOSE,2900,1,,0,183
DCE.m.HOT,202109031110,LONG,OPEN,3498,1,,1.51,184
DCE.y.HOT,202109031110,LONG,OPEN,9116,1,,2.51,184
DCE.c.HOT,202109031110,LONG,CLOSE,2489,1,,0,184
DCE.cs.HOT,202109031110,SHORT,OPEN,2900,1,,1.51,184
DCE.y.HOT,202109031120,LONG,CLOSE,9130,1,,0,186
DCE.c.HOT,202109031120,LONG,OPEN,2488,1,,1.21,186
DCE.y.HOT,202109031125,LONG,OPEN,9134,1,,2.51,187
DCE.m.HOT,202109031340,LONG,CLOSE,3490,1,,1.51,190
DCE.m.HOT,202109031345,LONG,OPEN,3492,1,,1.51,191
DCE.y.HOT,202109031345,LONG,CLOSE,9166,1,,0,191
DCE.y.HOT,202109031350,LONG,OPEN,9168,1,,2.51,192
DCE.y.HOT,202109031355,LONG,CLOSE,9176,1,,0,193
DCE.cs.HOT,202109031355,SHORT,CLOSE,2906,1,,0,193
DCE.y.HOT,202109031400,LONG,OPEN,9176,1,,2.51,194
DCE.cs.HOT,202109031400,SHORT,OPEN,2905,1,,1.51,194
DCE.m.HOT,202109031410,LONG,CLOSE,3491,1,,0,196
DCE.c.HOT,202109031410,LONG,CLOSE,2492,1,,0,196
DCE.m.HOT,202109031415,LONG,OPEN,3491,1,,1.51,197
DCE.c.HOT,202109031415,LONG,OPEN,2494,1,,1.21,197
DCE.c.HOT,202109031420,LONG,CLOSE,2494,1,,0,198
DCE.c.HOT,202109031425,LONG,OPEN,2492,1,,1.21,199
DCE.m.HOT,202109031430,LONG,CLOSE,3486,1,,0,200
DCE.m.HOT,202109031435,LONG,OPEN,3487,1,,1.51,201
DCE.m.HOT,202109031440,LONG,CLOSE,3487,1,,0,202
DCE.c.HOT,202109031440,LONG,CLOSE,2489,1,,0,202
DCE.m.HOT,202109031445,LONG,OPEN,3486,1,,1.51,203
DCE.c.HOT,202109031445,LONG,OPEN,2490,1,,1.21,203
DCE.c.HOT,202109031455,LONG,CLOSE,2492,1,,0,205
DCE.cs.HOT,202109031455,SHORT,CLOSE,2903,1,,0,205
DCE.c.HOT,202109031500,LONG,OPEN,2492,1,,1.21,206
DCE.cs.HOT,202109031500,SHORT,OPEN,2902,1,,1.51,206
DCE.m.HOT,202109032105,LONG,CLOSE,3489,1,,1.51,207
DCE.y.HOT,202109032105,LONG,CLOSE,9152,1,,2.51,207
DCE.cs.HOT,202109032105,SHORT,CLOSE,2895,1,,1.51,207
DCE.m.HOT,202109032110,LONG,OPEN,3496,1,,1.51,208
DCE.y.HOT,202109032110,LONG,OPEN,9150,1,,2.51,208
DCE.cs.HOT,202109032110,SHORT,OPEN,2897,1,,1.51,208
DCE.y.HOT,202109032120,LONG,CLOSE,9162,1,,2.51,210
DCE.y.HOT,202109032125,LONG,OPEN,9168,1,,2.51,211
DCE.y.HOT,202109032135,LONG,CLOSE,9168,1,,2.51,213
DCE.y.HOT,202109032140,LONG,OPEN,9170,1,,2.51,214
DCE.c.HOT,202109032210,LONG,CLOSE,2477,1,,1.21,220
DCE.c.HOT,202109032215,LONG,OPEN,2476,1,,1.21,221
DCE.cs.HOT,202109032215,SHORT,CLOSE,2882,1,,1.51,221
DCE.c.HOT,202109032220,LONG,CLOSE,2479,1,,1.21,222
DCE.cs.HOT,202109032220,SHORT,OPEN,2882,1,,1.51,222
DCE.c.HOT,202109032225,LONG,OPEN,2480,1,,1.21,223
DCE.cs.HOT,202109032225,SHORT,CLOSE,2884,1,,1.51,223
DCE.cs.HOT,202109032230,SHORT,OPEN,2885,1,,1.51,224
DCE.cs.HOT,202109032240,SHORT,CLOSE,2885,1,,1.51,226
DCE.c.HOT,202109032245,LONG,CLOSE,2476,1,,1.21,227
DCE.cs.HOT,202109032245,SHORT,OPEN,2885,1,,1.51,227
DCE.c.HOT,202109032250,LONG,OPEN,2476,1,,1.21,228
DCE.cs.HOT,202109032250,SHORT,CLOSE,2884,1,,1.51,228
DCE.cs.HOT,202109032255,SHORT,OPEN,2882,1,,1.51,229
DCE.m.HOT,202109032300,LONG,CLOSE,3475,1,,1.51,230
DCE.m.HOT,202109060910,LONG,OPEN,3489,1,,1.51,232
DCE.cs.HOT,202109060915,SHORT,CLOSE,2869,1,,0,233
DCE.y.HOT,202109060920,LONG,CLOSE,9126,1,,2.51,234
DCE.cs.HOT,202109060920,SHORT,OPEN,2872,1,,1.51,234
DCE.c.HOT,202109060925,LONG,CLOSE,2466,1,,1.21,235
DCE.y.HOT,202109060930,LONG,OPEN,9108,1,,2.51,236
DCE.c.HOT,202109060930,LONG,OPEN,2466,1,,1.21,236
DCE.cs.HOT,202109060930,SHORT,CLOSE,2880,1,,0,236
DCE.y.HOT,202109060935,LONG,CLOSE,9132,1,,2.51,237
DCE.cs.HOT,202109060935,SHORT,OPEN,2882,1,,1.51,237
DCE.m.HOT,202109060940,LONG,CLOSE,3478,1,,1.51,238
DCE.y.HOT,202109060940,LONG,OPEN,9120,1,,2.51,238
DCE.m.HOT,202109060945,LONG,OPEN,3466,1,,1.51,239
DCE.m.HOT,202109060950,LONG,CLOSE,3468,1,,1.51,240
DCE.y.HOT,202109060950,LONG,CLOSE,9110,1,,0,240
DCE.c.HOT,202109060950,LONG,CLOSE,2466,1,,1.21,240
DCE.m.HOT,202109060955,LONG,OPEN,3467,1,,1.51,241
DCE.y.HOT,202109060955,LONG,OPEN,9108,1,,2.51,241
DCE.c.HOT,202109060955,LONG,OPEN,2467,1,,1.21,241
DCE.cs.HOT,202109061000,SHORT,CLOSE,2882,1,,0,242
DCE.c.HOT,202109061005,LONG,CLOSE,2467,1,,0,243
DCE.cs.HOT,202109061005,SHORT,OPEN,2882,1,,1.51,243
DCE.c.HOT,202109061010,LONG,OPEN,2468,1,,1.21,244
DCE.c.HOT,202109061015,LONG,CLOSE,2468,1,,0,245
DCE.c.HOT,202109061035,LONG,OPEN,2468,1,,1.21,246
DCE.cs.HOT,202109061035,SHORT,CLOSE,2880,1,,0,246
DCE.y.HOT,202109061040,LONG,CLOSE,9130,1,,0,247
DCE.cs.HOT,202109061040,SHORT,OPEN,2877,1,,1.51,247
DCE.y.HOT,202109061045,LONG,OPEN,9112,1,,2.51,248
DCE.y.HOT,202109061055,LONG,CLOSE,9118,1,,0,250
DCE.c.HOT,202109061055,LONG,CLOSE,2465,1,,0,250
DCE.m.HOT,202109061100,LONG,CLOSE,3473,1,,1.51,251
DCE.m.HOT,202109061105,LONG,OPEN,3472,1,,1.51,252
DCE.y.HOT,202109061105,LONG,OPEN,9182,1,,2.51,252
DCE.c.HOT,202109061105,LONG,OPEN,2465,1,,1.21,252
DCE.cs.HOT,202109061120,SHORT,CLOSE,2877,1,,0,255
DCE.c.HOT,202109061125,LONG,CLOSE,2463,1,,0,256
DCE.cs.HOT,202109061125,SHORT,OPEN,2879,1,,1.51,256
DCE.m.HOT,202109061130,LONG,CLOSE,3473,1,,0,257
DCE.c.HOT,202109061130,LONG,OPEN,2463,1,,1.21,257
DCE.m.HOT,202109061340,LONG,OPEN,3487,1,,1.51,259
DCE.m.HOT,202109061345,LONG,CLOSE,3489,1,,0,260
DCE.c.HOT,202109061345,LONG,CLOSE,2463,1,,0,260
DCE.m.HOT,202109061350,LONG,OPEN,3485,1,,1.51,261
DCE.c.HOT,202109061350,LONG,OPEN,2464,1,,1.21,261
DCE.c.HOT,202109061405,LONG,CLOSE,2461,1,,0,264
DCE.cs.HOT,202109061405,SHORT,CLOSE,2871,1,,0,264
DCE.m.HOT,202109061410,LONG,CLOSE,3489,1,,0,265
DCE.c.HOT,202109061410,LONG,OPEN,2461,1,,1.21,265
DCE.cs.HOT,202109061410,SHORT,OPEN,2867,1,,1.51,265
DCE.m.HOT,202109061415,LONG,OPEN,3486,1,,1.51,266
DCE.y.HOT,202109061420,LONG,CLOSE,9160,1,,0,267
DCE.cs.HOT,202109061420,SHORT,CLOSE,2869,1,,0,267
DCE.cs.HOT,202109061420,SHORT,CLOSE,2869,1,,0,267
DCE.y.HOT,202109061425,LONG,OPEN,9170,1,,2.51,268
DCE.c.HOT,202109061425,LONG,CLOSE,2464,1,,0,268
DCE.cs.HOT,202109061425,SHORT,OPEN,2877,2,,3.02,268
DCE.c.HOT,202109061430,LONG,OPEN,2462,1,,1.21,269
DCE.m.HOT,202109061445,LONG,CLOSE,3484,1,,0,272
DCE.m.HOT,202109061450,LONG,OPEN,3484,1,,1.51,273
DCE.c.HOT,202109061455,LONG,CLOSE,2463,1,,0,274
DCE.cs.HOT,202109061455,SHORT,CLOSE,2870,1,,0,274
DCE.c.HOT,202109061500,LONG,OPEN,2461,1,,1.21,275
DCE.cs.HOT,202109061500,SHORT,OPEN,2871,1,,1.51,275
DCE.m.HOT,202109062110,LONG,CLOSE,3483,1,,1.51,277
DCE.m.HOT,202109062115,LONG,OPEN,3483,1,,1.51,278
DCE.c.HOT,202109062125,LONG,CLOSE,2463,1,,1.21,280
DCE.c.HOT,202109062130,LONG,OPEN,2464,1,,1.21,281
DCE.cs.HOT,202109062130,SHORT,CLOSE,2878,1,,1.51,281
DCE.m.HOT,202109062135,LONG,CLOSE,3488,1,,1.51,282
DCE.m.HOT,202109062140,LONG,OPEN,3485,1,,1.51,283
DCE.cs.HOT,202109062140,SHORT,OPEN,2881,1,,1.51,283
DCE.cs.HOT,202109062150,SHORT,CLOSE,2883,1,,1.51,285
DCE.cs.HOT,202109062155,SHORT,OPEN,2885,1,,1.51,286
DCE.c.HOT,202109062200,LONG,CLOSE,2465,1,,1.21,287
DCE.y.HOT,202109062205,LONG,CLOSE,9212,1,,2.51,288
DCE.c.HOT,202109062205,LONG,OPEN,2462,1,,1.21,288
DCE.y.HOT,202109062210,LONG,OPEN,9212,1,,2.51,289
DCE.c.HOT,202109062210,LONG,CLOSE,2463,1,,1.21,289
DCE.m.HOT,202109062215,LONG,CLOSE,3496,1,,1.51,290
DCE.c.HOT,202109062215,LONG,OPEN,2463,1,,1.21,290
DCE.m.HOT,202109062220,LONG,OPEN,3502,1,,1.51,291
DCE.cs.HOT,202109062235,SHORT,CLOSE,2888,1,,1.51,294
DCE.c.HOT,202109062240,LONG,CLOSE,2461,1,,1.21,295
DCE.c.HOT,202109062245,LONG,OPEN,2460,1,,1.21,296
DCE.cs.HOT,202109062245,SHORT,OPEN,2890,1,,1.51,296
DCE.m.HOT,202109070920,LONG,CLOSE,3487,1,,1.51,303
DCE.m.HOT,202109070925,LONG,OPEN,3487,1,,1.51,304
DCE.y.HOT,202109070935,LONG,CLOSE,9162,1,,2.51,306
DCE.c.HOT,202109070935,LONG,CLOSE,2464,1,,1.21,306
DCE.y.HOT,202109070940,LONG,OPEN,9158,1,,2.51,307
DCE.c.HOT,202109070940,LONG,OPEN,2465,1,,1.21,307
DCE.cs.HOT,202109070945,SHORT,CLOSE,2879,1,,1.51,308
DCE.m.HOT,202109070950,LONG,CLOSE,3505,1,,1.51,309
DCE.m.HOT,202109070955,LONG,OPEN,3504,1,,1.51,310
DCE.c.HOT,202109070955,LONG,CLOSE,2466,1,,0,310
DCE.cs.HOT,202109070955,SHORT,OPEN,2879,1,,1.51,310
DCE.c.HOT,202109071000,LONG,OPEN,2466,1,,1.21,311
DCE.c.HOT,202109071005,LONG,CLOSE,2464,1,,0,312
DCE.c.HOT,202109071010,LONG,OPEN,2465,1,,1.21,313
DCE.m.HOT,202109071015,LONG,CLOSE,3512,1,,0,314
DCE.m.HOT,202109071035,LONG,OPEN,3511,1,,1.51,315
DCE.m.HOT,202109071040,LONG,CLOSE,3517,1,,0,316
DCE.c.HOT,202109071045,LONG,CLOSE,2464,1,,0,317
DCE.cs.HOT,202109071045,SHORT,CLOSE,2874,1,,1.51,317
DCE.m.HOT,202109071050,LONG,OPEN,3513,1,,1.51,318
DCE.c.HOT,202109071050,LONG,OPEN,2463,1,,1.21,318
DCE.cs.HOT,202109071050,SHORT,OPEN,2872,1,,1.51,318
DCE.c.HOT,202109071055,LONG,CLOSE,2463,1,,0,319
DCE.cs.HOT,202109071055,SHORT,CLOSE,2873,1,,0,319
DCE.c.HOT,202109071100,LONG,OPEN,2462,1,,1.21,320
DCE.cs.HOT,202109071100,SHORT,OPEN,2871,1,,1.51,320
DCE.c.HOT,202109071110,LONG,CLOSE,2463,1,,0,322
DCE.c.HOT,202109071115,LONG,OPEN,2463,1,,1.21,323
DCE.c.HOT,202109071120,LONG,CLOSE,2461,1,,0,324
DCE.m.HOT,202109071125,LONG,CLOSE,3518,1,,0,325
DCE.c.HOT,202109071125,LONG,OPEN,2463,1,,1.21,325
DCE.c.HOT,202109071130,LONG,CLOSE,2463,1,,0,326
DCE.m.HOT,202109071335,LONG,OPEN,3516,1,,1.51,327
DCE.y.HOT,202109071335,LONG,CLOSE,9186,1,,2.51,327
DCE.c.HOT,202109071335,LONG,OPEN,2464,1,,1.21,327
