code,direct,opentime,openprice,closetime,closeprice,qty,profit,maxprofit,maxloss,totalprofit,entertag,exittag,openbarno,closebarno
DCE.m.HOT,LONG,202109031410,3491,202109032300,3475,1,-160,80,-200,-1318.08,,,196,230
DCE.y.HOT,LONG,202109031415,9198,202109060945,9116,1,-820,40,-920,-2143.61,,,197,239
DCE.c.HOT,LONG,202109032105,2491,202109060945,2465,1,-260,50,-290,-2403.61,,,207,239
DCE.y.HOT,LONG,202109032115,9148,202109061000,9116,1,-320,540,-500,-2727.33,,,209,242
DCE.c.HOT,LONG,202109032205,2481,202109061015,2468,1,-130,0,-190,-2859.84,,,219,245
DCE.m.HOT,LONG,202109032120,3491,202109061035,3468,1,-230,20,-290,-3089.84,,,210,246
DCE.y.HOT,LONG,202109032225,9154,202109061045,9112,1,-420,160,-560,-3512.56,,,223,248
DCE.cs.HOT,SHORT,202109031440,2904,202109061045,2877,1,270,370,-10,-3244.07,,,202,248
DCE.c.HOT,LONG,202109032225,2480,202109061130,2463,1,-170,0,-180,-3418.09,,,223,257
DCE.c.HOT,LONG,202109032255,2475,202109061340,2463,1,-120,20,-140,-3539.3,,,229,259
DCE.m.HOT,LONG,202109032200,3485,202109061415,3486,1,10,50,-230,-3530.51,,,218,266
DCE.c.HOT,LONG,202109032255,2475,202109061420,2460,1,-150,40,-280,-3682.02,,,229,267
DCE.cs.HOT,SHORT,202109031450,2903,202109061420,2869,1,340,370,-20,-3343.53,,,204,267
DCE.y.HOT,LONG,202109032245,9138,202109061425,9170,1,320,580,-400,-3023.53,,,227,268
DCE.cs.HOT,SHORT,202109032125,2886,202109061440,2873,1,130,200,-40,-2898.76,,,211,271
DCE.m.HOT,LONG,202109032215,3475,202109061445,3484,1,90,150,-130,-2808.76,,,221,272
DCE.c.HOT,LONG,202109060950,2466,202109061500,2461,1,-50,30,-70,-2861.78,,,240,275
DCE.cs.HOT,SHORT,202109032145,2887,202109062105,2867,1,200,210,-30,-2664.5,,,215,276
DCE.m.HOT,LONG,202109032230,3477,202109062115,3483,1,60,130,-150,-2607.52,,,224,278
DCE.cs.HOT,SHORT,202109032300,2882,202109062120,2877,1,50,160,-40,-2560.54,,,230,279
DCE.m.HOT,LONG,202109060905,3477,202109062130,3486,1,90,130,-150,-2473.56,,,231,281
DCE.y.HOT,LONG,202109032255,9140,202109062135,9144,1,40,580,-420,-2437.58,,,229,282
DCE.c.HOT,LONG,202109061040,2465,202109062145,2464,1,-10,20,-100,-2451.3,,,247,284
DCE.c.HOT,LONG,202109061335,2462,202109062230,2462,1,0,60,-70,-2453.72,,,258,293
DCE.cs.HOT,SHORT,202109061050,2879,202109062230,2891,1,-120,130,-140,-2575.23,,,249,293
DCE.y.HOT,LONG,202109060950,9110,202109062235,9174,1,640,1460,-120,-1937.74,,,240,294
DCE.y.HOT,LONG,202109061005,9110,202109062250,9142,1,320,1460,-80,-1625.48,,,243,297
DCE.m.HOT,LONG,202109061040,3472,202109062255,3496,1,240,350,-50,-1386.99,,,247,298
DCE.m.HOT,LONG,202109061420,3486,202109070910,3489,1,30,210,-50,-1362.52,,,267,301
DCE.c.HOT,LONG,202109061345,2463,202109070910,2464,1,10,50,-80,-1353.73,,,260,301
DCE.m.HOT,LONG,202109061455,3484,202109070920,3487,1,30,230,-30,-1327.96,,,274,303
DCE.y.HOT,LONG,202109061050,9110,202109070925,9140,1,300,1460,0,-1031.98,,,249,304
DCE.cs.HOT,SHORT,202109061425,2877,202109070925,2877,1,-0,110,-160,-1033.49,,,268,304
DCE.m.HOT,LONG,202109062120,3485,202109070935,3501,1,160,220,-20,-876,,,279,306
DCE.y.HOT,LONG,202109061430,9194,202109070935,9162,1,-320,620,-700,-1198.51,,,269,306
DCE.cs.HOT,SHORT,202109061445,2872,202109070955,2879,1,-70,60,-210,-1275.55,,,272,310
DCE.c.HOT,LONG,202109061425,2464,202109071010,2465,1,10,40,-90,-1268.27,,,268,313
DCE.cs.HOT,SHORT,202109062110,2868,202109071010,2872,1,-40,10,-250,-1308.27,,,277,313
DCE.c.HOT,LONG,202109062105,2465,202109071040,2464,1,-10,30,-100,-1320.99,,,276,316
DCE.y.HOT,LONG,202109062140,9138,202109071045,9146,1,80,1180,-140,-1240.99,,,283,317
DCE.c.HOT,LONG,202109062150,2466,202109071105,2462,1,-40,20,-80,-1284.71,,,285,321
DCE.y.HOT,LONG,202109062245,9146,202109071110,9152,1,60,320,-220,-1224.71,,,296,322
DCE.m.HOT,LONG,202109062135,3488,202109071125,3518,1,300,320,-50,-928.43,,,282,325
DCE.y.HOT,LONG,202109062255,9150,202109071125,9176,1,260,360,-260,-668.43,,,298,325
DCE.y.HOT,LONG,202109070930,9146,202109071335,9186,1,400,420,-100,-270.94,,,305,327
DCE.y.HOT,LONG,202109070940,9158,202109071400,9186,1,280,540,-220,5.04,,,307,332
DCE.c.HOT,LONG,202109062240,2461,202109071400,2463,1,20,70,-30,25.04,,,295,332
DCE.y.HOT,LONG,202109071050,9146,202109071420,9196,1,500,660,-100,521.32,,,318,336
DCE.cs.HOT,SHORT,202109062125,2882,202109071420,2872,1,100,120,-110,621.32,,,280,336
DCE.y.HOT,LONG,202109071115,9156,202109071430,9222,1,660,680,-60,1277.3,,,323,338
DCE.cs.HOT,SHORT,202109062240,2889,202109071440,2869,1,200,200,-10,1474.79,,,295,340
DCE.c.HOT,LONG,202109070915,2461,202109071445,2462,1,10,70,-10,1484.79,,,302,341
DCE.m.HOT,LONG,202109062300,3500,202109071500,3522,1,220,330,-170,1702.07,,,299,344
DCE.y.HOT,LONG,202109071130,9180,202109072105,9206,1,260,560,-160,1959.56,,,326,345
DCE.c.HOT,LONG,202109071015,2464,202109072105,2458,1,-60,20,-40,1898.35,,,314,345
DCE.cs.HOT,SHORT,202109070935,2879,202109072105,2864,1,150,120,-20,2046.84,,,306,345
DCE.y.HOT,LONG,202109071340,9200,202109072120,9226,1,260,440,-360,2297.59,,,328,348
DCE.y.HOT,LONG,202109071405,9188,202109072130,9204,1,160,560,-100,2452.57,,,333,350
DCE.c.HOT,LONG,202109071045,2464,202109072130,2458,1,-60,20,-120,2391.36,,,317,350
DCE.c.HOT,LONG,202109071110,2463,202109072150,2471,1,80,80,-110,2466.43,,,322,354
DCE.y.HOT,LONG,202109071425,9206,202109072200,9178,1,-280,380,-420,2182.71,,,337,356
DCE.c.HOT,LONG,202109071405,2462,202109072210,2483,1,210,220,-100,2391.5,,,333,358
DCE.m.HOT,LONG,202109070915,3483,202109072225,3508,1,250,500,0,2636.27,,,302,361
DCE.cs.HOT,SHORT,202109071000,2876,202109072225,2853,1,230,390,-10,2864.76,,,311,361
DCE.c.HOT,LONG,202109071450,2463,202109072240,2475,1,120,230,-110,2980.53,,,342,364
DCE.m.HOT,LONG,202109070925,3487,202109072250,3503,1,160,460,-10,3137.81,,,304,366
DCE.c.HOT,LONG,202109072110,2452,202109072250,2476,1,240,340,0,3377.81,,,346,366
DCE.c.HOT,LONG,202109072135,2466,202109072250,2476,1,100,200,-20,3477.81,,,351,366
DCE.y.HOT,LONG,202109071435,9226,202109080910,9104,1,-1220,180,-1460,2251.37,,,339,370
DCE.c.HOT,LONG,202109072155,2474,202109080910,2476,1,20,120,-20,2271.37,,,355,370
DCE.cs.HOT,SHORT,202109071015,2871,202109080925,2837,1,340,340,-60,2606.14,,,314,373
DCE.m.HOT,LONG,202109070940,3501,202109080940,3511,1,100,320,-50,2703.12,,,307,376
DCE.y.HOT,LONG,202109072110,9196,202109080950,9168,1,-280,480,-1160,2421.61,,,346,378
DCE.m.HOT,LONG,202109071340,3515,202109081000,3514,1,-10,180,-190,2407.59,,,328,380
DCE.cs.HOT,SHORT,202109071425,2871,202109081000,2845,1,260,340,-30,2666.08,,,337,380
DCE.cs.HOT,SHORT,202109071445,2873,202109081035,2846,1,270,360,-10,2931.55,,,341,384
DCE.m.HOT,LONG,202109072110,3517,202109081045,3512,1,-50,100,-210,2881.55,,,346,386
DCE.m.HOT,LONG,202109072235,3510,202109081100,3511,1,10,60,-140,2888.53,,,363,389
DCE.c.HOT,LONG,202109072215,2485,202109081115,2475,1,-100,10,-140,2787.02,,,359,392
DCE.y.HOT,LONG,202109072125,9196,202109081120,9188,1,-80,260,-1160,2707.02,,,349,393
DCE.c.HOT,LONG,202109072245,2476,202109081125,2475,1,-10,50,-50,2693.3,,,365,394
DCE.m.HOT,LONG,202109072255,3498,202109081130,3498,1,0,180,-20,2693.3,,,367,395
DCE.m.HOT,LONG,202109080945,3514,202109081345,3505,1,-90,20,-160,2600.58,,,377,398
DCE.y.HOT,LONG,202109072135,9202,202109081345,9192,1,-100,200,-1220,2500.58,,,351,398
DCE.c.HOT,LONG,202109072255,2478,202109081345,2471,1,-70,30,-70,2430.58,,,367,398
DCE.c.HOT,LONG,202109072255,2478,202109081355,2467,1,-110,60,-140,2315.35,,,367,400
DCE.cs.HOT,SHORT,202109072110,2851,202109081400,2837,1,140,170,-110,2454.14,,,346,401
DCE.y.HOT,LONG,202109072215,9168,202109081410,9174,1,60,540,-880,2514.14,,,359,403
DCE.c.HOT,LONG,202109080915,2477,202109081410,2464,1,-130,10,-140,2384.14,,,371,403
DCE.cs.HOT,SHORT,202109072235,2851,202109081415,2833,1,180,210,-60,2558.91,,,363,404
DCE.c.HOT,LONG,202109081120,2477,202109081440,2461,1,-160,0,-160,2397.4,,,393,409
DCE.m.HOT,LONG,202109081005,3512,202109081450,3489,1,-230,10,-240,2167.4,,,381,411
DCE.cs.HOT,SHORT,202109080930,2840,202109081500,2834,1,60,160,-90,2224.68,,,374,413
DCE.m.HOT,LONG,202109081050,3511,202109082105,3494,1,-170,20,-260,2053.17,,,387,414
DCE.cs.HOT,SHORT,202109081005,2845,202109082110,2826,1,190,210,-30,2238.64,,,381,415
DCE.m.HOT,LONG,202109081105,3506,202109082115,3487,1,-190,30,-210,2047.13,,,390,416
DCE.y.HOT,LONG,202109080915,9110,202109082135,9214,1,1040,1780,-120,3081.6,,,371,420
DCE.c.HOT,LONG,202109081130,2476,202109082135,2466,1,-100,0,-210,2980.39,,,395,420
DCE.m.HOT,LONG,202109081335,3504,202109082145,3492,1,-120,30,-200,2855.16,,,396,422
DCE.cs.HOT,SHORT,202109081045,2841,202109082205,2837,1,40,170,-10,2892.14,,,386,426
DCE.c.HOT,LONG,202109081350,2470,202109082210,2468,1,-20,0,-150,2870.93,,,399,427
DCE.c.HOT,LONG,202109081400,2468,202109082220,2466,1,-20,10,-130,2847,,,401,429
DCE.m.HOT,LONG,202109081350,3506,202109082235,3474,1,-320,0,-330,2524.28,,,399,432
DCE.c.HOT,LONG,202109081415,2467,202109082240,2467,1,0,20,-120,2523.07,,,404,433
DCE.cs.HOT,SHORT,202109081410,2832,202109082250,2836,1,-40,80,-110,2478.84,,,403,435
DCE.c.HOT,LONG,202109081450,2463,202109082255,2467,1,40,60,-80,2517.63,,,411,436
DCE.y.HOT,LONG,202109080955,9174,202109090915,9134,1,-400,1140,-660,2112.4,,,379,440
DCE.m.HOT,LONG,202109081455,3490,202109090925,3472,1,-180,90,-180,1930.89,,,412,442
DCE.y.HOT,LONG,202109081125,9188,202109091005,9174,1,-140,1000,-880,1784.36,,,394,450
DCE.c.HOT,LONG,202109082140,2465,202109091035,2457,1,-80,40,-110,1701.85,,,421,453
DCE.m.HOT,LONG,202109082110,3489,202109091040,3476,1,-130,100,-230,1571.85,,,415,454
DCE.m.HOT,LONG,202109082120,3490,202109091100,3476,1,-140,90,-240,1429.13,,,417,458
DCE.y.HOT,LONG,202109081350,9186,202109091105,9132,1,-540,1020,-860,885.11,,,399,459
DCE.cs.HOT,SHORT,202109081420,2828,202109091105,2838,1,-100,40,-210,783.6,,,405,459
DCE.y.HOT,LONG,202109081415,9182,202109091335,9090,1,-920,1060,-1300,-142.93,,,404,465
DCE.cs.HOT,SHORT,202109082105,2830,202109091350,2837,1,-70,60,-190,-215.44,,,414,468
DCE.c.HOT,LONG,202109082215,2465,202109091355,2456,1,-90,40,-150,-305.44,,,428,469
DCE.y.HOT,LONG,202109082140,9184,202109091405,9152,1,-320,120,-1320,-628.16,,,421,471
DCE.c.HOT,LONG,202109082225,2468,202109091405,2453,1,-150,10,-180,-778.16,,,430,471
DCE.cs.HOT,SHORT,202109082115,2829,202109091405,2836,1,-70,50,-200,-848.16,,,416,471
DCE.c.HOT,LONG,202109082245,2468,202109091425,2461,1,-70,0,-180,-923.39,,,434,475
DCE.y.HOT,LONG,202109090925,9124,202109091430,9146,1,220,720,-720,-703.39,,,442,476
DCE.cs.HOT,SHORT,202109082210,2841,202109092110,2829,1,120,170,-80,-588.62,,,427,484
DCE.m.HOT,LONG,202109082150,3485,202109092120,3476,1,-90,70,-340,-681.64,,,423,486
DCE.y.HOT,LONG,202109091010,9156,202109092120,9134,1,-220,400,-1040,-904.15,,,451,486
DCE.cs.HOT,SHORT,202109082255,2839,202109092120,2832,1,70,150,-100,-835.66,,,436,486
DCE.y.HOT,LONG,202109091110,9136,202109092135,9114,1,-220,420,-840,-1063.7,,,460,489
DCE.c.HOT,LONG,202109082300,2467,202109092135,2465,1,-20,20,-170,-1084.91,,,437,489
DCE.cs.HOT,SHORT,202109091110,2838,202109092135,2832,1,60,120,-60,-1026.42,,,460,489
DCE.cs.HOT,SHORT,202109091355,2838,202109092155,2829,1,90,120,-30,-943.16,,,469,493
DCE.c.HOT,LONG,202109091040,2457,202109092235,2461,1,40,120,-70,-905.88,,,454,501
DCE.y.HOT,LONG,202109091345,9126,202109092240,9136,1,100,520,-320,-808.39,,,467,502
DCE.y.HOT,LONG,202109091410,9140,202109092300,9150,1,100,380,-460,-714.62,,,472,506
DCE.c.HOT,LONG,202109091400,2455,202109092300,2458,1,30,140,-30,-685.83,,,470,506
DCE.cs.HOT,SHORT,202109091420,2838,202109092300,2828,1,100,130,-30,-587.34,,,474,506
DCE.m.HOT,LONG,202109082245,3477,202109100905,3477,1,0,130,-260,-588.85,,,434,507
DCE.y.HOT,LONG,202109091435,9126,202109100910,9076,1,-500,520,-520,-1096.59,,,477,508
DCE.cs.HOT,SHORT,202109092115,2832,202109100915,2832,1,-0,90,-30,-1099.1,,,485,509
DCE.c.HOT,LONG,202109091410,2453,202109100925,2460,1,70,160,-10,-1033.33,,,472,511
DCE.y.HOT,LONG,202109092125,9122,202109100930,9064,1,-580,360,-800,-1613.33,,,487,512
DCE.cs.HOT,SHORT,202109092130,2831,202109100935,2835,1,-40,80,-90,-1657.05,,,488,513
DCE.m.HOT,LONG,202109090930,3469,202109100955,3471,1,20,160,-180,-1640.07,,,443,517
DCE.cs.HOT,SHORT,202109092145,2829,202109101005,2828,1,10,60,-110,-1631.58,,,491,519
